numero,descripcion,titulo
538,Other acne,0
539,Athscl native arteries of extremities w rest pain,0
540,"Pathological fracture, right radius",0
541,Unsp open wound of right cheek and temporomandibular area,0
542,"Toxic eff of halgn deriv of aliphatic hydrocrb, asslt, sqla",0
543,Acquired absence of left thumb,0
544,"Nondisp fx of low epiphy (separation) of unsp femr, 7thM",0
545,"Nondisp fx of lateral malleolus of l fibula, 7thD",0
546,Other intraarticular fracture of lower end of right radius,0
547,"Oth spondylosis w radiculopathy, occipt-atlan-ax region",0
548,"Sltr-haris Type IV physeal fx lower end radius, unsp arm",0
549,"Nondisp fx of dist phalanx of l lit fngr, 7thK",0
550,"Shock due to being struck by lightning, initial encounter",0
551,"Sltr-haris Type III physeal fx phalanx of unsp toe, 7thK",0
552,Puncture wound with foreign body of nose,0
553,"Nondisp bimalleol fx l low leg, 7thG",0
554,Unspecified dislocation of left thumb,0
555,"Synovial hypertrophy, not elsewhere classified, forearm",0
556,"Unsp injury of blood vessel of right middle finger, subs",0
557,Unspecified dislocation of right sternoclavicular joint,0
558,Rheu arthrit w rheu factor of unsp ank/ft w/o org/sys involv,0
559,Bus occupant injured in collision with oth nonmotor vehicle,0
560,"Other hypertrophic osteoarthropathy, thigh",0
561,Primary blast injury of colon,0
562,"Nondisp apophyseal fx unsp femr, 7thQ",0
563,"Unspecified superficial injury of unspecified ankle, sequela",0
564,Oblique fracture of shaft of fibula,0
565,"Age-rel osteopor w crnt path fx, l shldr, 7thG",0
566,"Abrasion, right great toe",0
567,Jumping or diving into oth water striking wall causing drown,0
568,Rheumatoid lung disease with rheumatoid arthritis of hand,0
569,"Unsp fracture of unsp talus, subs for fx w routn heal",0
570,"Abscess of tendon sheath, ankle and foot",0
571,"Pnctr w/o fb of unsp toe(s) w damage to nail, sequela",0
572,"Ocular lac w/o prolaps/loss of intraoc tissue, l eye, subs",0
573,"Superficial foreign body of r bk wl of thorax, sequela",0
574,"Open bite, unspecified thigh, initial encounter",0
575,"Displ osteochon fx unsp patella, subs for clos fx w nonunion",0
576,"Nondisp Maisonneuve's fx unsp leg, init for opn fx type I/2",0
577,"Injury of radial nerve at upper arm level, left arm",0
578,"Displ apophyseal fx unsp femur, subs for clos fx w malunion",0
579,"Laceration of intercostal blood vessels, left side, init",0
580,"Lacerat extn musc/fasc/tend r rng fngr at forarm lv, sequela",0
581,"Drown due to being washed overboard from inflatbl crft, init",0
582,Intraoperative cerebrovascular infarction during oth surgery,0
583,"Burn of third degree of right hand, unspecified site",0
584,Other fracture of T9-T10 vertebra,0
585,"Fatigue fracture of vertebra, cervicothoracic region",0
586,"Burn of 3rd deg mu sites of unsp ankle and foot, sequela",0
587,"Sprain of tarsal ligament of unspecified foot, init encntr",0
588,"Corrosion of unsp degree of back of unsp hand, sequela",0
589,"Oth fx upper end r ulna, subs for opn fx type I/2 w malunion",0
590,"Complete traumatic amputation at elbow level, left arm, subs",0
591,"Sedative, hypnotic or anxiolytic-related abuse",0
592,"Lacerat unsp blood vess at lower leg level, right leg, subs",0
593,Theater (live) as place,0
594,"Benign neoplasm of major salivary gland, unspecified",0
595,"Puncture wound w foreign body of right forearm, subs encntr",0
596,Motorcycle rider injured in collision w rail trn/veh,0
597,"Sltr-haris Type II physl fx upr end rad, unsp arm, 7thP",0
598,"Unsp fx upr end r ulna, 7thR",0
599,Phlebitis and thrombophlebitis of right iliac vein,0
600,Other superficial bite of right foot,0
601,Unspecified retinal vascular occlusion,0
602,"Driver of 3-whl mv inj pk-up truck, pk-up/van in traf, sqla",0
603,Unspecified injury of eye and orbit,0
604,"Poisoning by caffeine, undetermined",0
605,"Sltr-haris Type I physl fx low end l fibula, 7thD",0
606,"Drug/chem diab with severe nonp rtnop w/o mclr edema, unsp",0
607,"Occup of 3-whl mv injured in clsn w hv veh in traf, sequela",0
608,"Unspecified injury of bladder, initial encounter",0
609,"Oth specific arthropathies, NEC, unsp site",0
610,3-part fracture of surgical neck of right humerus,0
611,"Alcohol use, unsp w alcoh-induce persist amnestic disorder",0
612,"Displaced transverse fracture of shaft of right tibia, init",0
613,Unspecified injury of intercostal blood vessels,0
614,Unspecified injury of anterior tibial artery,0
615,Oth acquired deformities of musculoskeletal system,0
616,"Superficial foreign body, left foot",0
617,"Disp fx of pisiform, unsp wrist, subs for fx w malunion",0
618,Meningitis in bacterial diseases classified elsewhere,0
619,"Struck by parrot, sequela",0
620,"Unsp fracture of left femur, subs for clos fx w malunion",0
621,"Posterior dislocation of unsp ulnohumeral joint, subs encntr",0
622,Breakdown (mechanical) of ocular prosth dev/grft,0
623,"Toxic effect of cadmium and its compounds, undet, init",0
624,"Fracture of oth skull and facial bones, right side, 7thB",0
625,"Unsp fx upper end of unsp humerus, subs for fx w delay heal",0
626,"Corrosion of 2nd deg mul sites of unsp wrist and hand, subs",0
627,Corrosion of unspecified degree of unspecified upper arm,0
628,"Other osteomyelitis, thigh",0
629,"Displ transverse fx shaft of unsp fibula, 7thM",0
630,"Nondisp fx of trapezd, unsp wrist, subs for fx w delay heal",0
631,Superficial foreign body of unspecified wrist,0
632,Abrasion of unspecified wrist,0
633,"Corros first degree of unsp single finger except thumb, subs",0
634,"Other fracture of fifth metacarpal bone, right hand, sequela",0
635,Non-pressure chronic ulcer of right heel and midfoot,0
636,Acute emblsm and thombos unsp deep veins of prox low extrm,0
637,"Nondisp spiral fx shaft of unsp tibia, 7thH",0
638,"Path fracture in oth disease, r foot, subs for fx w malunion",0
639,"Nondisp fx of unsp tibial spin, 7thQ",0
640,"Oth physeal fracture of upper end of left fibula, init",0
641,"Displacement of intraocular lens, subsequent encounter",0
642,"Oth traum nondisp spondylolysis of fourth cervcal vert, sqla",0
643,"Smith's fracture of left radius, subs for clos fx w malunion",0
644,"Superficial frostbite of right ear, subsequent encounter",0
645,"Cerebral infarction, unspecified",0
646,"Other rupture of muscle (nontraumatic), left thigh",0
647,"Contact with hot stove (kitchen), initial encounter",0
648,Other sequelae following unspecified cerebrovascular disease,0
649,Nondisplaced fracture of greater tuberosity of right humerus,0
650,Other forms of sporotrichosis,0
651,"Pneumococcal arthritis, hip",0
652,"Explosion and rupture of unspecified gas cylinder, sequela",0
653,"Corrosion of second degree of unsp axilla, subs encntr",0
654,"Nondisp spiral fx shaft of unsp fibula, 7thP",0
655,Direct infct of verteb in infec/parastc dis classd elswhr,0
656,"Inj adductor muscle, fascia and tendon of unsp thigh, init",0
657,Disloc and sprain of joints and ligaments of shoulder girdle,0
658,"Dislocation of distal interphaln joint of l mid finger, init",0
659,"Pressure ulcer of unspecified heel, unspecified stage",0
660,"Gen idiopathic epilepsy, not intractable, w/o stat epi",0
661,"Corrosion of third degree of right palm, initial encounter",0
662,"Hydroxyapatite deposition disease, right shoulder",0
663,"Foreign body in cornea, unspecified eye",0
664,"Unspecified otitis externa, unspecified ear",0
665,"Extrn constrict of unsp external genital organs, male, init",0
666,"Nondisp seg fx shaft of unsp fibula, 7thK",0
667,Unsp inj intrinsic musc/fasc/tend l idx fngr at wrs/hnd lv,0
668,"Oth comp due to other GU prosthetic materials, sequela",0
669,"Nondisp osteochon fx r patella, 7thD",0
670,Nondisp fx of distal phalanx of right middle finger,0
671,"Other specified injuries of right ankle, sequela",0
672,Other specified disorders of middle ear and mastoid,0
673,"Poisoning by immunoglobulin, assault, sequela",0
674,"Disp fx of lateral condyle of l femr, 7thD",0
675,"Oth fx shaft of left tibia, subs for clos fx w routn heal",0
676,"Occup of pk-up/van injured in clsn w pedl cyc nontraf, subs",0
677,"Disp fx of anterior column of right acetab, init for opn fx",0
678,Displaced fracture of anterior column of right acetabulum,0
679,"Disp fx of dist phalanx of left less toe(s), init for opn fx",0
680,"Cannabis use, unspecified with intoxication delirium",0
681,Laceration w foreign body of oth finger w/o damage to nail,0
682,"Drown due to being washed overboard from canoe/kayk, subs",0
683,"Supervision of other high risk pregnancies, first trimester",0
684,"Infect/inflm reaction due to internal r knee prosth, sequela",0
685,"Laceration of bronchus, bilateral, initial encounter",0
686,"Displ osteochon fx l patella, 7thF",0
687,"Wedge compression fracture of T11-T12 vertebra, init",0
688,"Subacute osteomyelitis, right shoulder",0
689,"Injury of nerves at shldr/up arm, right arm, subs",0
690,"Burn of third degree of trunk, unspecified site, sequela",0
691,"Leakage of cardiac and vascular devices and implants, init",0
692,"Partial retinal artery occlusion, right eye",0
693,"Nondisp fx of neck of fourth MC bone, left hand, init",0
694,"Nondisp suprcndl fx w/o intrcndl extn low end r femr, 7thP",0
695,"Stress fracture, unsp tibia and fibula, init for fx",0
696,Other anomalies of dental arch relationship,0
697,"Infections of bladder in pregnancy, second trimester",0
698,"Pingueculitis, left eye",0
699,"Oth fx right femur, subs for opn fx type I/2 w nonunion",0
700,Unspecified dislocation of unspecified finger,0
701,Nondisplaced fracture of intermediate cuneiform of left foot,0
702,Estrogen receptor positive status [ER+],0
703,"Poisoning by aspirin, assault",0
704,"Derang of ant horn of med mensc d/t old tear/inj, unsp knee",0
705,"Spontaneous rupture of extensor tendons, forearm",0
706,"Poisoning by other antidepressants, assault, subs encntr",0
707,"Disp fx of l tibial tuberosity, 7thQ",0
708,Striking against or struck by other sports equipment,0
709,"Displ commnt fx shaft of ulna, r arm, 7thG",0
710,"Pathological fracture, femur and pelvis",0
711,"Hemarthrosis, right ankle",0
712,Unspecified injury of right thigh,0
713,Unspecified fracture of first thoracic vertebra,0
714,Laceration without foreign body of unspecified forearm,0
715,Complete traumatic amputation at level between hip and knee,0
716,Other bullous disorders,0
717,Subluxation of proximal interphalangeal joint of finger,0
718,"Legal intervention involving oth means, suspect injured",0
719,"Path fx in neopltc disease, r hand, subs for fx w routn heal",0
720,"Inj flexor musc/fasc/tend r rng fngr at forearm level, subs",0
721,Corrosion of 2nd deg mul sites of left wrist and hand,0
722,"Toxic effect of organophos and carbamate insect, accidental",0
723,"Other psychoactive substance abuse, uncomplicated",0
724,"Lacerat musc/fasc/tend at thigh level, unsp thigh, subs",0
725,Corrosion of first degree of unspecified upper arm,0
726,"Oth fracture of right lesser toe(s), init for opn fx",0
727,Displaced segmental fracture of shaft of right femur,0
728,"Labor and delivery complicated by cord comp, unsp, fetus 5",0
729,"Adult and child abuse, neglect and oth maltreat, confirmed",0
730,"Displ transverse fx shaft of l fibula, 7thE",0
731,"Unsp physl fx lower end unsp tibia, subs for fx w malunion",0
732,"Toxic effect of tin and its compounds, undetermined, init",0
733,"Injury of optic nerve, left eye, initial encounter",0
734,"Nondisp fx of lateral malleolus of l fibula, 7thF",0
735,Allergic contact dermatitis due to other chemical products,0
736,Corros 30-39% of body surface w 10-19% third degree corros,0
737,"Disp fx of proximal phalanx of right thumb, init for opn fx",0
738,"Labyrinthine dysfunction, unspecified ear",0
739,"Torus fracture of upper end of left radius, init for clos fx",0
740,"Traumatic compartment syndrome of abdomen, subs encntr",0
741,"Intentional self-harm by drown while in bathtub, sequela",0
742,Herpesviral vulvovaginitis,0
743,"Osteitis deformans in neoplastic diseases, unsp upper arm",0
744,"Terrorism involving firearms, terrorist injured, init encntr",0
745,Superficial foreign body of wrist,0
746,"Nondisp suprcndl fx w intrcndl extn low end l femr, 7thM",0
747,"Nondisp spiral fx shaft of unsp femr, 7thH",0
748,"Polyp of female genital tract, unspecified",0
749,"Other sprain of right middle finger, initial encounter",0
750,"Poisoning by oth estrogens and progstrn, acc, sequela",0
751,"Unspecified injury of posterior tibial artery, right leg",0
752,"Underdosing of digestants, sequela",0
753,"Pasngr in 3-whl mv injured in clsn w oth mv in traf, sequela",0
754,Neoplasm of uncertain behavior of meninges,0
755,Other infection due to central venous catheter,0
756,"Disorder of bilirubin metabolism, unspecified",0
757,"Displ transverse fx shaft of l fibula, 7thF",0
758,"Unspecified open wound of vocal cord, subsequent encounter",0
759,"Glaucoma secondary to eye inflam, right eye, moderate stage",0
760,"Oth fx lower end r femr, subs for opn fx type I/2 w malunion",0
761,"Partial traumatic amp of right foot at ankle level, init",0
762,"Unsp inj flexor musc/fasc/tend l thm at forarm lv, subs",0
763,"Oth fx l low leg, subs for opn fx type 3A/B/C w nonunion",0
764,"Burn of third degree of left scapular region, subs encntr",0
765,"Displ seg fx shaft of rad, r arm, 7thE",0
766,"Poisoning by iron and its compounds, undetermined, subs",0
767,Acute embolism and thombos unsp deep veins of r low extrem,0
768,"Partial placenta previa with hemorrhage, unsp trimester",0
769,"Unsp open wound of left thumb w/o damage to nail, sequela",0
770,"Fall in (into) filled bathtub causing other injury, sequela",0
771,"Milt op w explosn of sea-based artlry shell, civ, sequela",0
772,"Nicotine dependence unspecified, with withdrawal",0
773,"Displ transverse fx shaft of unsp fibula, 7thD",0
774,Nondisplaced fracture of neck of right talus,0
775,Corrosion of second degree of left thigh,0
776,"Unspecified sprain of right foot, initial encounter",0
777,Subluxation complex (vertebral) of lower extremity,0
778,"Twin pregnancy, monochorionic/diamniotic, second trimester",0
779,Mech compl of other urinary devices and implants,0
780,Attn and concentration deficit following ntrm subarach hemor,0
781,Unsp inj flexor musc/fasc/tend l mid finger at forarm lv,0
782,"Breakdown of surgically created AV shunt, sequela",0
783,"Displ seg fx shaft of unsp tibia, 7thF",0
784,"Antepart hemor w dissem intravasc coag, second trimester",0
785,Corticobasal degeneration,0
786,"Other injury of ovary, unilateral",0
787,"Oth injury of brachial artery, right side, subs encntr",0
788,"Nondisp transverse fx unsp acetab, subs for fx w nonunion",0
789,"Drug/chem diab with mod nonp rtnop without mclr edema, l eye",0
790,Abn histolog findings in specmn from female genital organs,0
791,Other disorders of calcium metabolism,0
792,"Mult fx of pelvis w stable disrupt of pelvic ring, sequela",0
793,"Nondisp fx of med epicondyl of l humer, 7thK",0
794,Right lower quadrant abdominal rigidity,0
795,"Laceration of ovary, unspecified, sequela",0
796,"Injury of l int carotid, intcr w/o LOC, subs",0
797,"Unspecified sprain of unspecified toe(s), sequela",0
798,"Displ seg fx shaft of unsp tibia, 7thC",0
799,"Elevated blood-pressure reading, w/o diagnosis of htn",0
800,"Other hypertrophic osteoarthropathy, ankle and foot",0
801,"Lacerat flexor musc/fasc/tend l mid fngr at wrs/hnd lv, init",0
802,"Poisn by unsp systemic anti-infect and antiparastc, assault",0
803,"Poisoning by antiviral drugs, intentional self-harm",0
804,"Superficial foreign body of right thumb, initial encounter",0
805,"Poisoning by chloramphenicol group, assault, subs encntr",0
806,"Disp fx of lateral condyle of r tibia, 7thF",0
807,"Muscle wasting and atrophy, NEC, right shoulder",0
808,Carcinoma in situ of other parts of intestine,0
809,Acute Chagas' disease with heart involvement,0
810,"External constriction of part of throat, subs encntr",0
811,"Type III occipital condyle fracture, unsp side, sequela",0
812,"Penetrating wound of orbit w or w/o foreign body, unsp eye",0
813,"Breakdown of vascular dialysis catheter, sequela",0
814,Burn of second degree of right elbow,0
815,"Arthropathy following intestinal bypass, ankle and foot",0
816,"Nondisp apophyseal fx r femr, 7thN",0
817,"Underdosing of antidotes and chelating agents, sequela",0
818,"Insect bite (nonvenomous) of other finger, subs encntr",0
819,Subluxation and dislocation of C0/C1 cervical vertebrae,0
820,"Nondisp fx of fourth metatarsal bone, unspecified foot",0
821,"Drug/chem diabetes with stable prolif diabetic rtnop, bi",0
822,"Burn of second degree of left wrist, initial encounter",0
823,"Unsp fx unsp patella, subs for opn fx type I/2 w nonunion",0
824,"Chondritis of external ear, unspecified ear",0
825,"Nondisp seg fx shaft of ulna, unsp arm, 7thQ",0
826,"Displ suprcndl fx w/o intrcndl extn low end r femr, 7thQ",0
827,Torsion of fallopian tube,0
828,"Unspecified injury of lung, unilateral, sequela",0
829,"Oth fracture of right lesser toe(s), subs for fx w nonunion",0
830,Puncture wound w/o foreign body of thmb w/o damage to nail,0
831,"Car driver injured in collision w ped/anml in traf, init",0
832,"Disp fx of left tibial spine, init for opn fx type I/2",0
833,Other superficial bite of left elbow,0
834,Unstable burst fracture of T5-T6 vertebra,0
835,"Age-rel osteopor w crnt path fx, l shldr, 7thK",0
836,Occup of bus injured in collision w pedal cycle in traf,0
837,"Nondisp fx of capitate bone, unspecified wrist, sequela",0
838,"Inj unsp blood vessel at lower leg level, right leg, sequela",0
839,Abscess of lung with pneumonia,0
840,"Breakdown (mechanical) of surgically created AV shunt, init",0
841,Nondisplaced spiral fracture of shaft of right femur,0
842,"Other specified rheumatoid arthritis, unspecified elbow",0
843,"Fx unsp phalanx of unsp finger, subs for fx w malunion",0
844,Chest pain on breathing,0
845,"Other fracture of first metacarpal bone, unsp hand, sequela",0
846,Corrosions involving 20-29% of body surface,0
847,Unspecified dislocation of unspecified finger,0
848,"Athscl native arteries of extrm w intrmt claud, left leg",0
849,"Burn of first degree of left thumb (nail), initial encounter",0
850,"Fibrous dysplasia (monostotic), left lower leg",0
851,"Lacerat intrns musc/fasc/tend l rng fngr at wrs/hnd lv, subs",0
852,"Obstructed labor due to incmpl rotation of fetal head, oth",0
853,Unspecified injury of Achilles tendon,0
854,"Toxic effect of chloroform, undetermined, sequela",0
855,"Breakdown of implanted testicular prosthesis, init",0
856,Family history of other substance abuse and dependence,0
857,Lacerat msl/fasc/tnd posterior muscle group at thigh level,0
858,Unspecified malignant neoplasm of anal skin,0
859,"Body mass index (BMI) 27.0-27.9, adult",0
860,"Poisoning by unsp anesthetic, accidental (unintentional)",0
861,"Papyraceous fetus, unspecified trimester, fetus 4",0
862,Sepsis due to Serratia,0
863,"Complete traum amp of two or more unsp lesser toes, sequela",0
864,"Burn of second degree of unspecified knee, subs encntr",0
865,"Insect bite (nonvenomous) of unsp upper arm, init encntr",0
866,"Disp fx of hook pro of hamate bone, r wrs, 7thK",0
867,"Displ oblique fx shaft of l rad, 7thN",0
868,"Driver of pk-up/van injured pick-up truck, pk-up/van in traf",0
869,"Displ trimalleol fx unsp lower leg, init for opn fx type I/2",0
870,12 weeks gestation of pregnancy,0
871,"Burn of unsp deg mult right fingers (nail), including thumb",0
872,"Unspecified injury of anterior tibial artery, right leg",0
873,Displaced fracture of base of neck of left femur,0
874,"Nondisplaced fracture of pisiform, left wrist, sequela",0
875,Leakage of cystostomy catheter,0
876,"Injury of femoral nrv at hip and thigh level, left leg, subs",0
877,"Pedestrian injured in collision w oth nonmotor vehicle, unsp",0
878,"Blister of unsp external genital organs, male, init",0
879,"Toxic effect of cobra venom, assault, sequela",0
880,"Disp fx of dist phalanx of r rng fngr, 7thK",0
881,Patient's other noncompliance with medication regimen,0
882,Malignant neoplasm of right acoustic nerve,0
883,"Obst due to fb acc left in body fol infusn/transfusn, sqla",0
884,Nondisp fx of medial phalanx of right middle finger,0
885,Fracture of shoulder and upper arm,0
886,"Pathological fracture in neoplastic disease, left radius",0
887,"Unsp subluxation of right ulnohumeral joint, init encntr",0
888,Strain of extensor musc/fasc/tend l mid finger at forarm lv,0
889,"Traumatic rupture of other ligament of left wrist, sequela",0
890,Striking against or struck by other objects,0
891,Pedestrian injured in collision w pedal cycle nontraf,0
892,"Nondisp suprcndl fx w/o intrcndl extn low end r femr, 7thK",0
893,"Granulomatous hepatitis, not elsewhere classified",0
894,"Spondylosis, unspecified",0
895,"War operations involving unsp dest arcrft, civilian, subs",0
896,Athscl nonaut bio bypass of the right leg w ulcer of calf,0
897,External cause status,0
898,"Other fracture of left talus, init encntr for open fracture",0
899,"Displ oblique fx shaft of r femr, 7thF",0
900,"Corrosion of unspecified degree of right axilla, subs encntr",0
901,Typhoid arthritis,0
902,"Myositis ossificans progressiva, right foot",0
903,"Drown due to fall/jump fr burning inflatbl crft, sequela",0
904,"Phakomatoses, not elsewhere classified",0
905,Displaced fracture of intermediate cuneiform of right foot,0
906,"Unsp trochan fx unsp femr, 7thJ",0
907,"Unspecified injury of dorsal artery of left foot, sequela",0
908,"Nondisp oblique fx shaft of unsp femr, 7thD",0
909,"Reiter's disease, elbow",0
910,"Toxic effect of latex, intentional self-harm, subs encntr",0
911,Other congenital infectious and parasitic diseases,0
912,"Unspecified fall, sequela",0
913,"Laceration w/o fb of unsp toe(s) w damage to nail, init",0
914,Retained metal fragments,0
915,"Other articular cartilage disorders, unspecified ankle",0
916,"Prolonged exposure in deep freeze unit or refrig, sequela",0
917,"Stress fracture, unsp shoulder, subs for fx w delay heal",0
918,"Laceration w fb of l idx fngr w damage to nail, sequela",0
919,Superficial foreign body of abdominal wall,0
920,"Poisn by antimalari/drugs act on bld protzoa, slf-hrm, sqla",0
921,"Adult osteochondrosis of spine, lumbar region",0
922,"Displ commnt fx left patella, subs for clos fx w nonunion",0
923,"Toxic effect of contact w oth venom animals, assault, subs",0
924,"Adult physical abuse, suspected, subsequent encounter",0
925,Allergy status to narcotic agent status,0
926,"Tox eff of corrosv acids and acid-like substnc, asslt, sqla",0
927,"Unsp diabetes in pregnancy, childbirth and the puerperium",0
928,"Unspecified injury of fallopian tube, bilateral, sequela",0
929,"Disorder of fructose metabolism, unspecified",0
930,Oth complications of internal orthopedic prosth dev/grft,0
931,"Sprain of lateral collateral ligament of unsp knee, init",0
932,"Unspecified superficial injury of left hip, sequela",0
933,"Unsp fracture of fourth thoracic vertebra, init for opn fx",0
934,Oth private fixed-wing aircraft collision injuring occupant,0
935,"Partial traumatic amputation at knee level, l low leg, subs",0
936,"Bitten by dolphin, subsequent encounter",0
937,"Sltr-haris Type II physl fx upr end rad, r arm, 7thG",0
938,"Adverse effect of caffeine, subsequent encounter",0
939,"Nondisp fx of glenoid cav of scapula, right shoulder, init",0
940,"Underdosing of phenothiazine antipsychot/neurolept, init",0
941,"Laceration of dorsal vein of left foot, sequela",0
942,"Disp fx of med phalanx of l rng fngr, 7thG",0
943,Struck by alligator,0
944,"Toxic effect of organophos and carbamate insect, self-harm",0
945,"Adverse effect of antifungal antibiotics, sys used, subs",0
946,"Iliofemoral ligament sprain of unspecified hip, init encntr",0
947,Corrosion of third degree of wrist,0
948,"Fall from gliding-type pedestrian conveyance, init encntr",0
949,"Oth injury due to oth acc on board inflatbl crft, sequela",0
950,"Nondisp bicondylar fx r tibia, 7thE",0
951,Adhesions and ankylosis of left temporomandibular joint,0
952,"Unsp fx shaft of unsp fibula, init for opn fx type 3A/B/C",0
953,Injury of digital nerve of unspecified finger,0
954,"Pathological fracture in neoplastic disease, unsp site, init",0
955,Personal history of (healed) osteoporosis fracture,0
956,Complications of liver transplant,0
957,"Displaced intraarticular fracture of right calcaneus, init",0
958,"Anterior subcapsular polar age-related cataract, unsp eye",0
959,"Poisoning by therapeutic gases, undetermined, subs encntr",0
960,"Displacement of artificial heart, sequela",0
961,"Recurrent dislocation, right knee",0
962,"Post disp fx of sternal end unsp clavicle, init for opn fx",0
963,"Poisoning by immunoglobulin, intentional self-harm",0
964,Tuberculosis compl preg/chldbrth,0
965,Papilledema associated with decreased ocular pressure,0
966,Other polyglandular dysfunction,0
967,"Toxic effect of ketones, intentional self-harm, subs encntr",0
968,"Brawny scleritis, unspecified eye",0
969,"Burn second deg of shldr/up lmb, ex wrs/hnd, unsp site, sqla",0
970,"Nondisplaced transverse fracture of right patella, sequela",0
971,"Contus/lac cereb, w LOC of 6 hours to 24 hours, subs",0
972,Other displaced fracture of sixth cervical vertebra,0
973,"Laceration of blood vessels at shldr/up arm, right arm",0
974,Corrosion of unspecified degree of unspecified axilla,0
975,"Nondisp oblique fx shaft of unsp tibia, 7thQ",0
976,Sprain of medial collateral ligament of unspecified knee,0
977,"Mech compl of internal orth devices, implants and grafts",0
978,"Poisn by unsp drugs aff the autonm nrv sys, undet, sequela",0
979,"Toxic effect of unspecified metal, undetermined, sequela",0
980,Person outside pk-up/van injured in clsn w hv veh in traf,0
981,"Corrosion of first degree of left ear, subsequent encounter",0
982,Other foreign object in pharynx causing other injury,0
983,"Burn of third degree of right thumb (nail), subs encntr",0
984,"Displ seg fx shaft of rad, l arm, 7thG",0
985,"Nondisp fx of greater trochanter of l femr, 7thE",0
986,"Pnctr w fb of unsp eyelid and periocular area, subs",0
987,Malignant neoplasm of unspecified choroid,0
988,"Partial traum amp of female external genital organs, subs",0
989,Postproc hemor of right eye and adnexa fol an opth procedure,0
990,"Inhalant dependence, in remission",0
991,"Toxic effect of venom of gila monster, undetermined, init",0
992,"Maternal care for oth abnlt of cervix, unsp trimester",0
993,"Subluxation of interphaln joint of unsp lesser toe(s), init",0
994,Arthrogryposis multiplex congenita,0
995,Postproc hemor of a circ sys org fol other circ sys proc,0
996,"Unspecified maternal hypertension, complicating childbirth",0
997,Complete loss of teeth due to trauma,0
998,"Other contact with other rodent, subsequent encounter",0
999,Oth and unspecified injury of middle and inner ear,0
1000,Corrosion of third degree of ankle,0
